gene_used1,gene_used2,gene_used3
8639,8639,26
,,
,,
,,
,,
,,
1632,1632,1632
3032,3030,3032
3032,3030,3032
3032,3030,3032
30,1962,1962
,,
,,
1374,126129,1375
1376,1376,1376
10005,10005,10005
,,
54677,54677,54677
10005,10005,10005
54677,54677,54677
,,
,,
54677,54677,54677
122970,10005,10005
55748,55748,55748
,,
,,
,,
55748,55748,55748
55748,1800,55748
5184,5184,5184
1200,1200,1200
,,
,,
,,
51056,51056,51056
,,
,,
,,
,,
5184,5184,5184
,,
,,
,,
1594,1594,1594
,,
,,
54576,54576,54576
6646,6646,6646
3988,3988,3988
,,
,,
4597,4597,4597
1718,1718,1718
1841,1841,1841
,,
5167,5167,5167
2109,2109,2109
9843,9843,9843
52,52,52
,,
,,
5226,5226,5226
3156,3156,3156
,,
,,
3422,3422,3422
,,
,,
,,
4598,4598,4598
4524,4524,4524
65263,65263,65263
,,
10654,10654,10654
,,
58510,58510,58510
,,
,,
23474,23474,23474
133686,133686,133686
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
4036,2638,2638
,,
89874,89874,89874
9194,6566,9123
8671,8671,8671
,,
89874,89874,89874
,,
117247,117247,117247
,,
,,
,,
,,
,,
,,
8604,10165,10165
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
4363,4363,4363
,,
,,
,,
,,
,,
,,
6573,6573,6573
,,
6571,6570,6571
6573,6573,6573
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
206358,206358,206358
206358,206358,206358
6529,6529,6539
9194,6566,6566
6566,6566,6566
,,
,,
,,
,,
,,
9197,9197,9197
,,
9197,9197,9197
9194,6566,9123
6566,6566,6566
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6572,6572,6572
,,
,,
,,
,,
,,
,,
,,
,,
26503,26503,26503
,,
,,
,,
788,788,788
,,
,,
,,
3177,3177,3177
55315,55315,55315
,,
2030,2030,3177
64078,9153,9153
55315,55315,55315
2030,2030,2030
952,952,952
,,
,,
788,788,788
6571,6570,6571
,,
,,
,,
4363,4363,4363
,,
,,
,,
,,
1468,8402,8402
64849,64849,64849
,,
6510,6510,6510
6510,6509,6510
6520,56301,56301
6520,56301,56301
6520,56301,56301
6510,6510,6510
6520,56301,56301
6510,6509,6510
206358,206358,206358
206358,206358,206358
54407,54407,54407
6510,6509,6510
92745,92745,92745
,,
,,
,,
115286,115286,115286
,,
,,
,,
4363,4363,4363
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
788,788,788
,,
10998,10998,10998
,,
,,
9057,9057,9057
11254,11254,11254
6542,6542,6541
10166,10166,10166
,,
,,
9962,9962,9963
6510,6510,6510
6510,6510,6510
6510,6510,6510
6510,6510,6510
54407,54407,54407
6510,6510,6510
,,
92745,92745,92745
,,
6507,6506,6505
,,
8604,10165,10165
6507,6506,6505
,,
,,
523,528,51606
9551,9551,9551
293,293,292
,,
,,
29881,29881,29881
,,
,,
140679,140679,140679
,,
,,
10599,10599,10599
4363,8714,4363
,,
28234,10599,28234
4363,4363,4363
,,
10599,10599,10599
,,
,,
6566,6566,6566
6566,6566,6566
8884,8884,8884
80704,80704,80704
,,
6566,6566,6566
6566,6566,6566
,,
,,
,,
788,788,788
788,788,788
788,788,788
788,788,788
788,788,788
,,
,,
493,492,490
10057,10057,10257
,,
,,
6546,6543,6546
166785,166785,166785
,,
,,
10087,10087,10087
10087,10087,10087
10087,10087,10087
10087,10087,10087
6565,6565,6565
10057,10057,10257
,,
10599,6579,6579
6554,6554,6554
8647,8714,8714
,,
,,
60482,60482,60482
,,
,,
,,
6584,6584,6584
19,19,19
10948,10948,10948
,,
,,
19,19,19
10166,10166,10166
9058,9058,9058
6576,6576,6576
6576,6576,6576
5172,5172,5172
65010,65010,65010
5172,5172,5172
65010,65010,65010
65010,65010,65010
,,
788,788,788
,,
10559,10559,10559
,,
,,
,,
,,
,,
,,
,,
,,
,,
8034,8034,8034
,,
,,
,,
,,
,,
6535,6535,6535
,,
,,
,,
1384,1384,1384
6584,6584,6584
6583,6583,6583
788,788,788
6584,6584,6584
,,
,,
,,
,,
,,
,,
,,
,,
3177,3177,3177
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
7386,7386,7386
7386,7386,7386
6510,6509,6510
6510,6510,6510
6510,6510,6510
6520,8140,8140
6520,23428,23428
6510,6509,6510
124935,124935,124935
23657,23657,23657
6510,6509,6510
11136,11136,11136
2030,2030,3177
64078,9154,64078
55315,55315,55315
2030,2030,2030
,,
,,
3177,3177,3177
,,
,,
206358,206358,206358
206358,206358,206358
,,
,,
,,
788,788,788
,,
,,
3177,3177,3177
6582,6582,6582
,,
,,
,,
3177,3177,3177
,,
,,
6517,6513,6515
,,
11309,11309,11309
,,
,,
,,
,,
1723,1723,1723
,,
,,
,,
,,
,,
3177,3177,3177
,,
9194,6566,9123
6566,6566,6566
788,788,788
10998,10998,10998
,,
,,
,,
,,
,,
,,
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
,,
,,
,,
,,
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
,,
,,
,,
,,
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
60386,60386,60386
,,
,,
,,
,,
,,
6530,6530,6531
6581,6581,6584
6571,6570,6571
,,
,,
,,
,,
,,
,,
3177,3177,3177
,,
,,
,,
,,
,,
,,
788,788,788
,,
788,788,788
11001,11001,11001
53919,28231,28231
,,
,,
,,
4363,4363,4363
,,
,,
8714,8714,8714
,,
53919,11309,11309
6554,6554,6554
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11000,376497,10999
376497,376497,376497
376497,376497,376497
10998,10998,10998
10998,10998,10998
11001,10998,11001
11001,10998,11001
11001,10998,11001
11001,10998,11001
,,
,,
6573,6573,6573
,,
,,
,,
,,
,,
,,
6518,29988,6518
200010,200010,125206
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
1468,1468,1468
1468,1468,1468
1468,1468,1468
1468,1468,1468
,,
,,
,,
,,
,,
,,
2820,2820,2820
2542,2542,2542
140679,140679,140679
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6515,29988,6515
6523,6523,6523
200010,200010,125206
,,
6517,6513,6513
,,
,,
28234,6579,6579
6554,6554,6554
8647,8714,8714
,,
,,
,,
,,
,,
,,
55343,55343,55343
,,
79017,79017,79017
,,
,,
6523,6523,6523
6526,6526,6526
,,
6513,6513,6513
,,
,,
26503,26503,26503
6510,6510,6510
6510,6510,6510
6510,6510,6510
6510,6510,6510
54407,54407,54407
6510,6510,6510
,,
92745,92745,92745
83733,10165,79751
6507,6506,6505
,,
,,
57030,57030,57030
,,
,,
6539,6539,6539
,,
,,
,,
,,
206358,206358,206358
206358,206358,206358
54407,54407,54407
6536,6536,6536
,,
,,
140679,140679,140679
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
2030,2030,3177
55315,55315,55315
2030,2030,2030
,,
,,
,,
,,
2678,2678,2678
,,
3177,3177,3177
,,
,,
,,
,,
,,
,,
,,
358,358,358
,,
,,
,,
343,343,343
,,
,,
3036,3038,3037
3036,3038,3037
,,
6522,6508,6522
,,
,,
11001,11001,11001
,,
,,
,,
,,
788,788,788
,,
54407,54407,54407
6581,6581,6584
6571,6570,6571
55089,55089,55089
10991,10991,10991
496,496,496
,,
,,
6542,6542,6541
,,
788,788,788
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
7351,9481,7351
,,
,,
55315,55315,55315
,,
3177,3177,3177
26503,26503,26503
,,
,,
8501,8501,124935
2030,2030,3177
55315,55315,55315
2030,2030,2030
114134,114134,114134
6526,6526,6526
,,
,,
160728,160728,160728
,,
6560,6560,9990
6560,57468,9990
,,
,,
,,
,,
,,
,,
23315,84679,84679
,,
,,
387775,387775,387775
,,
387775,387775,387775
,,
28234,10599,28234
,,
,,
387775,387775,387775
387775,387775,387775
,,
8501,8501,124935
,,
788,788,788
,,
8884,8884,8884
124637,124637,124637
9194,6566,9123
160728,160728,160728
366,366,366
6566,6566,6566
788,788,788
,,
,,
10998,10998,10998
788,788,788
10998,10998,10998
788,788,788
10998,10998,10998
,,
6584,6584,11254
6542,6542,6541
,,
10166,10166,10166
,,
,,
,,
,,
,,
1468,1468,1468
1468,1468,1468
1468,1468,1468
1468,1468,1468
6515,6515,6515
6515,6513,6515
200010,200010,125206
,,
,,
,,
,,
,,
,,
,,
,,
8140,8140,8140
8501,8501,124935
,,
,,
,,
,,
,,
,,
,,
,,
,,
4701,4701,4701
,,
,,
,,
,,
,,
,,
,,
,,
9498,9498,9498
6528,6528,6528
476,476,483
6526,6526,6523
6548,6548,6550
23315,84679,84679
6548,6548,6550
,,
6559,6559,6559
57419,25769,123041
9187,25769,9187
57127,57127,6005
,,
,,
,,
6558,6558,6558
6558,6558,6558
,,
,,
,,
6530,6530,6531
6581,6581,6581
6571,6570,6571
,,
788,788,788
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
10998,10998,10998
,,
,,
,,
,,
,,
,,
10166,10166,10166
10166,10166,10166
6542,6542,6541
1836,10861,1811
,,
,,
,,
,,
,,
,,
,,
,,
347734,347734,347734
,,
57194,57194,57194
,,
,,
,,
,,
788,788,788
,,
,,
,,
57194,5244,10396
57194,57194,10396
,,
,,
,,
,,
,,
,,
54407,54407,54407
8501,8501,124935
,,
,,
5250,5250,5250
10568,10786,10050
2542,2542,2542
,,
,,
,,
8884,8884,8884
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
206358,206358,206358
206358,206358,206358
6578,6578,6578
6578,6578,6578
10257,10257,10257
28231,6578,28232
6582,6580,6580
10257,10257,10257
6582,6580,6580
,,
,,
,,
206358,206358,206358
206358,206358,206358
,,
,,
,,
57194,57194,10396
57194,57194,10396
,,
788,788,788
,,
,,
,,
,,
,,
,,
6566,6566,6566
9194,6566,6566
9194,6566,9123
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
64220,5950,5950
113278,113278,113278
,,
,,
788,788,788
,,
,,
,,
,,
,,
,,
,,
,,
,,
6342,6342,6342
6342,6342,6342
,,
,,
6561,6561,6561
,,
6510,6509,6510
6510,6510,6510
6510,6509,6510
6520,56301,56301
6520,56301,56301
6520,56301,56301
6510,6510,6510
6520,56301,56301
6519,6519,6519
54407,54407,54407
6510,6509,6510
92745,92745,92745
,,
,,
,,
,,
65010,65010,65010
115111,10861,1811
65010,65010,65010
26266,26266,26266
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6532,6532,6532
6582,6580,6580
788,788,788
,,
1468,1468,1468
9058,9058,9058
6821,6821,6821
,,
6533,6533,6533
6533,6533,6533
,,
28231,28231,28231
6554,6554,6554
8647,8714,8714
,,
,,
,,
,,
,,
,,
,,
,,
,,
788,788,788
,,
,,
788,788,788
,,
,,
788,788,788
,,
,,
23530,23530,23530
6573,6573,6573
,,
,,
64078,9154,64078
6573,6573,6573
,,
,,
,,
80704,10560,10560
6573,6573,6573
,,
6510,6509,6510
6510,6510,6510
6510,6509,6510
6520,56301,56301
6510,6510,6510
6520,56301,56301
6510,6509,6510
54407,54407,54407
2030,2030,3177
55315,55315,55315
2030,2030,2030
3177,3177,3177
53919,28231,28231
6567,6567,6567
,,
,,
788,788,788
,,
,,
,,
53919,28231,28231
6567,6567,6567
117247,117247,120103
11254,11254,11254
4363,4363,4363
,,
,,
,,
,,
6561,6561,6561
11001,11001,11001
788,788,788
,,
,,
,,
117247,117247,117247
11254,11254,11254
,,
,,
7355,7355,7355
23169,23169,23169
,,
,,
84912,84912,23443
,,
,,
84912,84912,84912
23169,23169,23169
7355,7355,7355
11046,11046,11046
,,
3177,3177,3177
,,
,,
8170,6563,6523
6523,6523,6523
366,366,366
2030,2030,3177
64078,9153,9153
55315,55315,55315
2030,2030,2030
,,
,,
788,788,788
,,
,,
8501,8501,124935
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6515,6515,6515
,,
,,
,,
,,
2820,2820,2820
293,293,293
,,
,,
8714,8714,8714
,,
,,
,,
,,
,,
,,
,,
1468,1468,1468
1468,1468,1468
1468,1468,1468
1468,1468,1468
1468,1468,1468
,,
,,
,,
,,
,,
23443,23443,23443
,,
,,
,,
,,
,,
89874,60386,60386
1468,1468,1468
,,
,,
,,
,,
,,
,,
,,
6576,6576,6576
6576,6576,6576
6576,6576,6576
,,
64240,64241,64240
,,
,,
,,
,,
,,
6533,6533,6533
,,
,,
,,
,,
6535,6535,6535
11136,11136,11136
83884,83884,83884
,,
6566,6566,6566
1356,1356,1356
1356,1356,1356
,,
2350,2350,2352
,,
,,
,,
,,
,,
10998,10998,10998
10998,10998,10998
,,
,,
,,
,,
,,
6554,6554,6554
1244,1244,1244
,,
788,788,788
54677,54677,54677
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
8647,8647,8647
,,
8647,8647,8647
,,
,,
64078,9154,64078
64078,9154,64078
64078,9153,9153
,,
,,
55089,55089,55089
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
6576,6576,6576
,,
,,
9194,6566,6566
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
83884,83884,83884
,,
,,
,,
,,
,,
9194,6566,6566
,,
,,
,,
,,
3764,3764,3764
,,
6554,6554,6554
6554,6554,6554
6554,6554,6554
6554,6554,6554
6554,6554,6554
6554,6554,6554
6554,6554,6554
6554,6554,6554
,,
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
19,19,19
,,
,,
19,19,19
10057,10057,10057
10057,10057,10057
10057,10057,10057
10057,10057,10057
10257,10257,10257
57835,57835,57835
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
8140,8140,8140
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
9057,9057,9057
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
11136,11136,11136
6556,6556,6556
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
,,
,,
,,
,,
,,
,,
,,
,,
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
6566,6566,6566
6566,6566,6566
6566,6566,6566
,,
6566,6566,6566
,,
6566,6566,6566
,,
6566,6566,6566
6568,6568,6568
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
10599,10599,10599
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6579,6579,6579
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6578,6578,6578
6580,6580,6580
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
387775,387775,387775
